date,title,source,url
2018-09-19T15:47:48Z,Einstein Voice gives Salesforce users gift of gab,techcrunch,http://techcrunch.com/2018/09/19/einstein-voice-gives-salesforce-users-gift-of-gab/
2018-09-25T15:45:32Z,You’ll now need a subscription to get the best of Microsoft Office,techcrunch,http://techcrunch.com/2018/09/25/youll-now-need-a-subscription-to-get-the-best-of-microsoft-office/
2018-09-11T16:06:34Z,Alivecor gets a green light from FDA to screen for dangerously high potassium levels in the blood,techcrunch,http://techcrunch.com/2018/09/11/alivecor-gets-a-green-light-from-fda-to-screen-for-dangerously-high-potassium-levels-in-the-blood/
2018-09-07T20:42:12Z,The reality of quantum computing could be just three years away,techcrunch,http://techcrunch.com/2018/09/07/the-reality-of-quantum-computing-could-be-just-three-years-away/
2018-09-24T06:13:03Z,Uber and Grab hit with $9.5M in fines over ‘anti-competitive’ merger,techcrunch,http://techcrunch.com/2018/09/23/uber-and-grab-hit-with-9-5m-in-fines/
2018-09-12T13:00:53Z,"Grammarly now saves you from embarrassing mistakes in Google Docs, too",techcrunch,http://techcrunch.com/2018/09/12/grammarly-now-saves-you-from-embarrassing-mistakes-in-google-docs-too/
2018-09-13T16:50:49Z,Uber is investing $150M in Toronto to expand self-driving car efforts,techcrunch,http://techcrunch.com/2018/09/13/uber-is-investing-150m-in-toronto-to-expand-self-driving-car-efforts/
2018-09-26T17:06:24Z,Product Hunt Radio: Finding the world’s lost Einsteins and putting an end to aging,techcrunch,http://techcrunch.com/2018/09/26/product-hunt-radio-finding-the-worlds-lost-einsteins-and-putting-an-end-to-aging/
2018-09-11T14:00:42Z,Instacart brings on Mark Schaaf as Chief Technology Officer,techcrunch,http://techcrunch.com/2018/09/11/instacart-brings-on-mark-schaaf-as-chief-technology-officer/
2018-09-10T21:50:19Z,Zendesk expands into CRM with Base acquisition,techcrunch,http://techcrunch.com/2018/09/10/zendesk-expands-into-crm-with-base-acquisition/
2018-09-20T18:45:13Z,"Cluep, a Canadian startup that raised just $500k, acquired for $40M",techcrunch,http://techcrunch.com/2018/09/20/cluep-a-canadian-startup-that-raised-just-500k-acquired-for-40m/
2018-09-05T03:24:26Z,Meditation app Headspace bets on voice and AI with Alpine.AI acquisition,techcrunch,http://techcrunch.com/2018/09/04/meditation-app-headspace-bets-on-voice-and-a-i-with-alpine-ai-acquisition/
2018-09-05T16:00:34Z,Announcing Startup Battlefield at Disrupt SF 2018,techcrunch,http://techcrunch.com/2018/09/05/announcing-startup-battlefield-at-disrupt-sf-2018/
2018-09-07T17:20:30Z,Rigetti announces its hybrid quantum computing platform — and a $1M prize,techcrunch,http://techcrunch.com/2018/09/07/rigetti-announces-its-hybrid-quantum-computing-platform-and-a-1m-prize/
2018-09-05T16:02:19Z,Google’s Launchpad Studio accelerator welcomes a cohort of blockchain and finance startups,techcrunch,http://techcrunch.com/2018/09/05/googles-launchpad-studio-accelerator-welcomes-a-cohort-of-blockchain-and-finance-startups/
2018-09-20T12:59:50Z,WalkMe raises $40M at a $1B+ valuation for its on-screen guidance technology,techcrunch,http://techcrunch.com/2018/09/20/walkme-raises-40m-at-a-1b-valuation-for-its-on-screen-guidance-technology/
2018-09-18T17:57:20Z,Coinbase poaches LinkedIn’s head of data Michael Li,techcrunch,http://techcrunch.com/2018/09/18/coinbase-poaches-linkedins-head-of-data-michael-li/
2018-09-24T13:49:23Z,"Microsoft, SAP and Adobe take on Salesforce with their new Open Data Initiative for customer data",techcrunch,http://techcrunch.com/2018/09/24/microsoft-sap-and-adobe-take-on-salesforce-with-their-new-open-data-initiative-for-customer-data/
2018-09-27T08:00:16Z,24 hours left to apply as a TC Top Pick at Disrupt Berlin 2018,techcrunch,http://techcrunch.com/2018/09/27/24-hours-left-to-apply-as-a-tc-top-pick-at-disrupt-berlin-2018/
2018-09-12T17:40:48Z,Apple introduces the iPhone XS and iPhone XS Max,techcrunch,http://techcrunch.com/2018/09/12/apple-introduces-the-iphone-xs/
2018-09-06T15:00:57Z,Microsoft commits to fixing custom apps broken by Windows 10 upgrades,techcrunch,http://techcrunch.com/2018/09/06/microsoft-commits-to-fixing-custom-apps-broken-by-latest-windows-updates/
2018-09-19T01:45:59Z,Solving the mystery of sleep,techcrunch,http://techcrunch.com/2018/09/18/solving-the-mystery-of-sleep/
2018-09-25T12:00:06Z,"Salesforce, AWS expand partnership with secure data sharing between platforms",techcrunch,http://techcrunch.com/2018/09/25/salesforce-aws-expand-partnership-with-direct-data-integration-between-platforms/
2018-09-19T14:40:23Z,"Fresh out of Y Combinator, Leena AI scores $2M seed round",techcrunch,http://techcrunch.com/2018/09/19/fresh-out-of-y-combinator-leena-ai-scores-2m-seed-round/
2018-09-25T09:00:32Z,Applications for TC Top Picks at Disrupt Berlin 2018 close Friday,techcrunch,http://techcrunch.com/2018/09/25/applications-for-tc-top-picks-at-disrupt-berlin-2018-close-friday/
2018-09-19T10:32:55Z,IBM launches cloud tool to detect AI bias and explain automated decisions,techcrunch,http://techcrunch.com/2018/09/19/ibm-launches-cloud-tool-to-detect-ai-bias-and-explain-automated-decisions/
2018-09-04T21:00:32Z,What incubators and tech ecosystems can offer health startups,techcrunch,http://techcrunch.com/2018/09/04/what-incubators-and-tech-ecosystems-can-offer-health-startups/
2018-09-13T13:27:01Z,Google Street View rival Mapillary collaborates with Amazon to read text in its 350M image database,techcrunch,http://techcrunch.com/2018/09/13/mapillary-rekognition-amazon/
2018-09-05T18:08:11Z,"Juul says it will use technology to help you quit e-cigarettes, too",techcrunch,http://techcrunch.com/2018/09/05/juul-says-it-will-use-technology-to-help-you-quit-e-cigarettes-too/
2018-09-05T21:43:40Z,"D-ID launches its initial product with customers in printing, automotive and financial services",techcrunch,http://techcrunch.com/2018/09/05/d-id-launches-its-initial-product-with-customers-in-printing-automotive-and-financial-services/
2018-09-28T00:59:06Z,Our 3 favorite startups from Urban-X’s 4th demo day,techcrunch,http://techcrunch.com/2018/09/27/our-3-favorite-startups-from-urban-xs-4th-demo-day/
2018-09-24T20:39:03Z,The 7 most important announcements from Microsoft Ignite today,techcrunch,http://techcrunch.com/2018/09/24/the-7-most-important-announcements-from-microsoft-ignite-today/
2018-09-12T11:42:12Z,European parliament gives thumbs up to controversial copyright reforms,techcrunch,http://techcrunch.com/2018/09/12/european-parliament-gives-thumbs-up-to-controversial-copyright-reforms/
2018-09-12T10:44:45Z,Europe to push for one-hour takedown law for terrorist content,techcrunch,http://techcrunch.com/2018/09/12/europe-to-push-for-one-hour-takedown-law-for-terrorist-content/
2018-09-07T13:05:13Z,Latin America is the next stage in the race for dominance in the ride-hailing market,techcrunch,http://techcrunch.com/2018/09/07/latin-america-is-the-next-stage-in-the-race-for-dominance-in-the-ride-hailing-market/
2018-09-26T22:12:17Z,Facebook poisons the acquisition well,techcrunch,http://techcrunch.com/2018/09/26/m-and-nay/
2018-09-29T22:43:14Z,"Solve, MIT’s take on social innovation challenges, may be different enough to work",techcrunch,http://techcrunch.com/2018/09/29/solve-mits-take-on-social-innovation-challenges-may-be-different-enough-to-work/
2018-09-03T16:37:27Z,Avrios has quietly raised $14M for an AI-fueled fleet management platform,techcrunch,http://techcrunch.com/2018/09/03/avrios-has-quietly-raised-14m-for-an-ai-fueled-fleet-management-platform/
2018-09-19T02:35:29Z,Googleが日本で複数のAI関連事業を立ち上げ、UNIQLOとパートナーシップ,techcrunch,https://jp.techcrunch.com/2018/09/19/2018-09-18-google-launches-new-ai-initiatives-in-japan/
2018-09-18T23:25:06Z,"Committed to privacy, Snips founder wants to take on Alexa and Google, with blockchain",techcrunch,http://techcrunch.com/2018/09/18/committed-to-privacy-snips-founder-wants-to-take-on-alexa-and-google-with-blockchain/
2018-09-06T00:30:21Z,Forethought looks to reshape enterprise search with AI,techcrunch,http://techcrunch.com/2018/09/05/forethought-looks-to-reshape-enterprise-search-with-ai/
2018-09-05T22:11:06Z,McCarthyFinch AI services platform automates tedious legal tasks,techcrunch,http://techcrunch.com/2018/09/05/mccarthyfinch-ai-services-platform-automates-tedious-legal-tasks/
2018-09-06T01:06:16Z,Secretive semiconductor startup Groq raises $52M from Social Capital,techcrunch,http://techcrunch.com/2018/09/05/secretive-semiconductor-startup-groq-raises-52m-from-social-capital/
2018-09-14T00:30:56Z,Microsoft、ドラグ&ドロップでAIアプリを作るLobeを買収――Azure ML Studioの強化へ,techcrunch,https://jp.techcrunch.com/2018/09/14/2018-09-13-microsoft-acquires-lobe-a-drag-and-drop-ai-tool/
2018-09-11T14:00:42Z,Instacart brings on Mark Schaaf as Chief Technology Officer,techcrunch,http://techcrunch.com/2018/09/11/instacart-brings-on-mark-schaaf-as-chief-technology-officer/
2018-09-03T18:29:40Z,"Peep the future of distributed ledgers with the leaders of Hyperledger, Parity Technologies and Tradeshift",techcrunch,http://techcrunch.com/2018/09/03/peep-the-future-of-distributed-ledgers-with-the-leaders-of-hyperledger-parity-technologies-and-tradeshift/
2018-09-19T14:40:23Z,"Fresh out of Y Combinator, Leena AI scores $2M seed round",techcrunch,http://techcrunch.com/2018/09/19/fresh-out-of-y-combinator-leena-ai-scores-2m-seed-round/
2018-09-13T19:08:00Z,"Microsoft acquires Lobe, a drag-and-drop AI tool",techcrunch,http://techcrunch.com/2018/09/13/microsoft-acquires-lobe-a-drag-and-drop-ai-tool/
2018-09-05T14:53:23Z,Twitter is considering badging bots — “as far as we can detect them”,techcrunch,http://techcrunch.com/2018/09/05/twitter-is-considering-badging-bots-as-far-as-we-can-detect-them/
2018-09-26T13:00:20Z,Putting the Pentagon $10B JEDI cloud contract into perspective,techcrunch,http://techcrunch.com/2018/09/26/putting-the-pentagon-10b-jedi-cloud-contract-into-proper-perspective/
2018-09-11T03:37:19Z,ZendeskがBaseを買収してCRMに拡大,techcrunch,https://jp.techcrunch.com/2018/09/11/2018-09-10-zendesk-expands-into-crm-with-base-acquisition/
2018-09-10T21:50:19Z,Zendesk expands into CRM with Base acquisition,techcrunch,http://techcrunch.com/2018/09/10/zendesk-expands-into-crm-with-base-acquisition/
2018-09-25T03:25:58Z,Google CEO Sundar Pichai will reportedly meet with Republican lawmakers this week,techcrunch,http://techcrunch.com/2018/09/24/google-ceo-sundar-pichai-will-reportedly-meet-with-republican-lawmakers-this-week/
2018-09-05T22:18:17Z,"China is beating the US on AI, says noted investor Kaifu Lee",techcrunch,http://techcrunch.com/2018/09/05/china-is-beating-the-us-on-ai-says-noted-investor-kaifu-lee/
2018-09-19T22:39:31Z,Amazonからビジュアル・ショッピングツール、Scout登場――機械学習で検索をパーソナライズ,techcrunch,https://jp.techcrunch.com/2018/09/20/2018-09-19-amazon-launches-scout-a-machine-learning-powered-visual-shopping-tool/
2018-09-26T23:08:00Z,"UK cybersecurity firm Darktrace raises $50M, now valued at $1.65B",techcrunch,http://techcrunch.com/2018/09/26/darktrace-raises-50-million-new-funding/
2018-09-25T10:06:03Z,Snyk raises $22M on a $100M valuation to detect security vulnerabilities in open source code,techcrunch,http://techcrunch.com/2018/09/25/snyk-raises-22m-on-a-100m-valuation-to-detect-security-vulnerabilities-in-open-source-code/
2018-09-24T03:07:00Z,"The Markup, a tech-focused investigative news site, raises $20 million from Craigslist founder",techcrunch,http://techcrunch.com/2018/09/23/the-markup-a-tech-focused-investigative-news-site-raises-20-million-from-craigslist-founder/
2018-09-13T14:00:16Z,Facebook rolls out photo/video fact checking so partners can train its AI,techcrunch,http://techcrunch.com/2018/09/13/photo-video-fact-checking/
2018-09-24T14:32:20Z,Adobe introduces AI assistant to help Analytics users find deeper insights,techcrunch,http://techcrunch.com/2018/09/24/adobe-introduces-ai-assistant-to-help-analytics-users-find-deeper-insights/
2018-09-19T20:37:08Z,"Amazon launches Scout, a machine learning-powered visual shopping tool",techcrunch,http://techcrunch.com/2018/09/19/amazon-launches-scout-a-machine-learning-powered-visual-shopping-tool/
2018-09-11T07:01:34Z,Ravelin raises £8M Series B to use machine learning to fight e-commerce fraud,techcrunch,http://techcrunch.com/2018/09/11/ravelin-raises-8m-series-b-to-use-machine-learning-to-fight-e-commerce-fraud/
2018-09-25T14:18:55Z,,techcrunch,https://techcrunch.com/2018/09/24/instagram-founders-leave/
2018-09-05T20:59:31Z,Lockheed Martin teams up with drone racers to add AI,techcrunch,http://techcrunch.com/2018/09/05/lockheed-martin-teams-up-with-drone-racers-to-add-ai/
2018-09-20T20:03:21Z,"As tasks wane, skills rise",techcrunch,http://techcrunch.com/2018/09/20/as-tasks-wane-skills-rise/
2018-09-13T03:00:00Z,"Nvidia launches the Tesla T4, its fastest data center inferencing platform yet",techcrunch,http://techcrunch.com/2018/09/12/nvidia-launches-the-tesla-t4-its-fastest-data-center-inferencing-platform-yet/
2018-09-05T20:19:57Z,Highlights from the Senate Intelligence hearing with Facebook and Twitter,techcrunch,http://techcrunch.com/2018/09/05/highlights-from-the-senate-intelligence-hearing-with-facebook-and-twitter/
2018-09-06T12:24:33Z,Salesforce updates Sales Cloud ahead of Dreamforce with increased automation,techcrunch,http://techcrunch.com/2018/09/06/salesforce-updates-sales-cloud-ahead-of-dreamforce-with-increased-automation/
2018-09-29T13:03:47Z,What each cloud company could bring to the Pentagon’s $10 B JEDI cloud contract,techcrunch,http://techcrunch.com/2018/09/29/what-each-cloud-company-could-bring-to-the-pentagons-10-b-jedi-cloud-contract/
2018-09-13T16:51:16Z,Uber is investing $150M in Toronto to expand self-driving car efforts,techcrunch,http://techcrunch.com/2018/09/13/uber-is-investing-150m-in-toronto-to-expand-self-driving-car-efforts/
2018-10-01T22:09:53Z,A former U.S. President walks into a blockchain conference…,techcrunch,http://techcrunch.com/2018/10/01/a-former-u-s-president-walks-into-a-blockchain-conference/
2018-09-14T14:04:40Z,Mercedes-Benz turns to SoundHound for in-vehicle voice assistant,techcrunch,http://techcrunch.com/2018/09/14/mercedes-benz-turns-to-soundhound-for-in-vehicle-voice-assistant/
2018-09-05T07:00:23Z,Are you TC Top Pick material? Apply to exhibit free at Disrupt Berlin,techcrunch,http://techcrunch.com/2018/09/04/are-you-tc-top-pick-material-apply-to-exhibit-free-at-disrupt-berlin/
2018-09-30T20:46:41Z,Unbiased algorithms can still be problematic,techcrunch,http://techcrunch.com/2018/09/30/unbiased-algorithms-can-still-be-problematic/
2018-09-28T08:01:32Z,Last day to apply for TC Top Picks at Disrupt Berlin 2018,techcrunch,http://techcrunch.com/2018/09/28/last-day-to-apply-for-tc-top-picks-at-disrupt-berlin-2018/
2018-09-26T08:02:04Z,48 hours left to apply as a TC Top Pick at Disrupt Berlin 2018,techcrunch,http://techcrunch.com/2018/09/26/48-hours-left-to-apply-as-a-tc-top-pick-at-disrupt-berlin-2018/
2018-09-19T01:47:48Z,Solving the mystery of sleep,techcrunch,http://techcrunch.com/2018/09/18/solving-the-mystery-of-sleep/
2018-09-20T08:01:38Z,Exhibit for free in Startup Alley at Disrupt Berlin 2018,techcrunch,http://techcrunch.com/2018/09/20/exhibit-for-free-in-startup-alley-at-disrupt-berlin-2018/
2018-09-28T08:02:30Z,The Zennström manifesto,techcrunch,http://techcrunch.com/2018/09/28/zennstroms-revolution/
2018-09-25T15:38:41Z,"With Mulesoft in fold, Salesforce gains access to data wherever lives",techcrunch,http://techcrunch.com/2018/09/25/with-mulesoft-in-fold-salesforce-gains-access-to-data-wherever-lives/
2018-09-12T11:09:15Z,Integrate.ai pulls in $30M to help businesses make better customer-centric decisions,techcrunch,http://techcrunch.com/2018/09/12/integrate-ai-pulls-in-30m-to-help-businesses-make-better-customer-centric-decisions/
2018-09-15T13:10:08Z,Why the Pentagon’s $10 billion JEDI deal has cloud companies going nuts,techcrunch,http://techcrunch.com/2018/09/15/why-the-pentagons-10-billion-jedi-deal-has-cloud-companies-going-nuts/
2018-09-27T20:13:33Z,How aerial lidar illuminated a Mayan megalopolis,techcrunch,http://techcrunch.com/2018/09/27/how-aerial-lidar-illuminated-a-mayan-megalopolis/
2018-09-24T17:02:24Z,macOS 10.14 Mojave review,techcrunch,http://techcrunch.com/2018/09/24/macos-10-14-mojave-review/
2018-09-03T11:00:00Z,IPUs? These New Chips Are Minted For Marketing,wired,https://www.wired.com/story/ipus-these-new-chips-minted-for-marketing/
2018-09-04T12:00:00Z,I Invented Autocorrect. Sorry About That; You're Welcome,wired,https://www.wired.com/story/opinion-i-invented-autocorrect/
2018-09-07T20:21:19Z,Elon Musk’s Weed-Toking Goodwill Tour Isn't Enough to Save Tesla,wired,https://www.wired.com/story/elon-musk-weed-toke-tesla/
2018-09-12T18:46:07Z,"Apple iPhone Xs and Xs Max: Specs, Features, Price",wired,https://www.wired.com/story/iphone-xs-and-xs-max/
2018-09-20T13:00:00Z,Want a Robot to *Really* Get a Grip? Make It Like Baymax,wired,https://www.wired.com/story/soft-robots-air-driven-grippers/
2018-09-10T04:00:00Z,This One-Armed Robot Is Super Manipulative (in a Good Way),wired,https://www.wired.com/story/this-one-armed-robot-is-super-manipulative-in-a-good-way/
2018-09-14T13:00:00Z,Why Big Tech and the Government Need to Work Together,wired,https://www.wired.com/story/why-big-tech-and-the-government-need-to-work-together/
2018-09-11T11:00:00Z,"iOS 12 Tips and Tricks, and What to Expect When You Upgrade",wired,https://www.wired.com/story/new-features-coming-in-ios-12/
2018-09-29T12:00:00Z,"Hurom H-AI Juicer Review: It's Too Expensive, and Juice Isn't All That Good for You Anyway",wired,https://www.wired.com/review/hurom-h-ai-juicer/
2018-09-28T11:00:00Z,Why Silicon Valley Should Fear Europe's Competition Chief,wired,https://www.wired.com/story/why-silicon-valley-should-fear-europes-competition-chief/
2018-09-18T07:01:00Z,How Apple Makes the AI Chip Powering the iPhone's Fancy Tricks,wired,https://www.wired.com/story/how-apple-makes-ai-chip-powering-iphones-fancy-tricks/
2018-09-12T22:17:03Z,Apple's Latest iPhones Are Packed With AI Smarts,wired,https://www.wired.com/story/apples-latest-iphones-packed-with-ai-smarts/
2018-09-20T18:15:00Z,Amazon’s Alexa Upgrades Give the Voice Assistant New Listening Powers,wired,https://www.wired.com/story/amazon-alexa-upgrades-whisper-alexa-guard/
2018-09-12T18:00:00Z,How Our Biological Clock Could Dictate Medical Treatments,wired,https://www.wired.com/story/how-our-biological-clock-could-dictate-medical-treatments/
2018-09-18T10:00:00Z,First to Market: Facial Recognition Startups,wired,https://www.wired.com/story/wired25-facial-recognition-startups-first-to-market/
2018-09-28T13:02:00Z,Digital IDs Are More Dangerous Than You Think,wired,https://www.wired.com/story/digital-ids-are-more-dangerous-than-you-think/
2018-09-11T15:00:00Z,Watch Moritz Simon Geist's Sonic Robots Play Thumping Techno Music in His Video for 'Entropy',wired,https://www.wired.com/story/moritz-simon-geist-robot-techno/
2018-09-04T17:00:00Z,How Chrome Spent a Decade Making the Web More Secure,wired,https://www.wired.com/story/chrome-decade-making-the-web-more-secure/
2018-09-04T13:00:00Z,How Self-Driving Supergroup Aurora Is Making Self-Driving Cars,wired,https://www.wired.com/story/aurora-self-driving-cars-plan/
2018-09-18T10:00:00Z,"To an AI, Every Eye Tells a Story",wired,https://www.wired.com/story/wired25-sundar-pichai-r-kim-artificial-intelligence-vision/
2018-09-09T13:00:00Z,"This Week in the Future of Cars: What Happened at Tesla, Uber, and Chevy this week",wired,https://www.wired.com/story/future-of-cars-lets-be-blunt/
2018-09-26T19:37:00Z,Oculus’s $399 Quest to Take VR Mainstream,wired,https://www.wired.com/story/oculus-quest-wireless-vr-headset/
2018-09-18T10:00:00Z,"Apple iPhone XS Review: Evolutionary, Not Revolutionary",wired,https://www.wired.com/review/apple-iphone-xs-and-iphone-xs-max/
2018-09-05T11:02:39Z,"This Hearing Aid Can Translate For You—and Track Steps, Too",wired,https://www.wired.com/story/this-hearing-aid-can-translate-for-you/
2018-09-23T11:00:00Z,Artificial Intelligence Has a Strange New Muse: Our Sense of Smell,wired,https://www.wired.com/story/artificial-intelligence-has-a-strange-new-muse-our-sense-of-smell/
2018-09-04T11:02:59Z,Silicon Valley Wants to Use Algorithms for Debt Collection,wired,https://www.wired.com/story/silicon-valley-algorithms-for-debt-collection/
2018-09-18T19:47:50Z,QAnon Is Trying to Trick Facebook’s Meme AI,wired,https://www.wired.com/story/qanon-conspiracy-facebook-meme-ai/
2018-09-14T21:14:33Z,"Facebook's AI Can Analyze Memes, but Can It Understand Them?",wired,https://www.wired.com/story/facebook-rosetta-ai-memes/
2018-09-18T10:00:00Z,"Sebastian Thrun on AI, Flying Cars, and Sam Altman",wired,https://www.wired.com/story/wired25-sebastian-thrun-sam-altman-artificial-intelligence/
2018-09-07T17:58:50Z,"AI Can Recognize Images, But Text Has Been Tricky—Until Now",wired,https://www.wired.com/story/ai-can-recognize-images-but-understand-headline/
2018-09-18T10:00:00Z,"An AI Pioneer, and the Researcher Bringing Humanity to AI",wired,https://www.wired.com/story/wired25-kai-fu-lee-fei-fei-li-artificial-intelligence/
2018-09-26T15:28:26Z,The Woman Bringing Civility to Open Source Projects,wired,https://www.wired.com/story/woman-bringing-civility-to-open-source-projects/
2018-09-18T10:00:00Z,Pinterest's Evan Sharp Trusts Design to Keep Things Simple,wired,https://www.wired.com/story/wired25-jonathan-ive-evan-sharp-pinterest-design/
2018-09-21T13:00:00Z,Siemen's Self-Driving Street Car Puts Autonomous Tech on Track,wired,https://www.wired.com/story/siemens-potsdam-self-driving-street-car-tram/
2018-09-18T10:00:00Z,Steward Brand and the Tools to Make the Whole Earth Better,wired,https://www.wired.com/story/wired25-stewart-brand-whole-earth/
2018-09-07T19:45:22Z,Fake Beto O'Rourke Texts Expose New Playground for Trolls,wired,https://www.wired.com/story/fake-beto-orourke-texts-expose-new-playground-for-trolls/
2018-09-18T10:00:00Z,25 Years of WIRED Predictions: Why the Future Never Arrives,wired,https://www.wired.com/story/wired25-david-karpf-issues-tech-predictions/
2018-10-01T22:00:58Z,Contract Simply (YC S17) is hiring junior and senior full-stack developers,hacker-news,https://news.ycombinator.com/item?id=18117199
2018-10-01T15:02:10Z,Ask HN: Who is hiring? (October 2018),hacker-news,https://news.ycombinator.com/item?id=18113144
2018-09-17T19:56:11Z,Next Caller Is Hiring a Senior Software Engineer,hacker-news,https://news.ycombinator.com/item?id=18009416
2018-09-10T03:47:33Z,Show HN: Analyzing graffiti with machine learning to explore a street art,hacker-news,https://news.ycombinator.com/item?id=17949255
2018-09-05T00:44:00Z,Indigo Fair (Sequoia/Khosla startup) is looking to hire a Data Scientist,hacker-news,https://news.ycombinator.com/item?id=17914186
2018-09-09T16:50:51Z,Show HN: Full Video Walkthrough of Hacking the Game Pwn Adventure 3,hacker-news,https://news.ycombinator.com/item?id=17946686
2018-09-04T13:20:23Z,"Humans still heft groceries on-demand, for now",abc-news,https://abcnews.go.com/Technology/wireStory/humans-heft-groceries-demand-now-57590453
2018-09-10T21:18:25Z,Scientists say they've developed blood test that can detect internal body clock,abc-news,https://abcnews.go.com/Health/scientists-developed-blood-test-detect-internal-body-clock/story?id=57731003
2018-09-20T12:31:17Z,"Pentagon field tests 'molar mic,' an encrypted radio that attaches to your tooth",abc-news,https://abcnews.go.com/Technology/News/pentagon-field-tests-molar-mic-encrypted-radio-attaches/story?id=57916905
2018-09-07T18:53:42Z,Twitter's Alex Jones ban: Blip in sea of abuse?,abc-news,https://abcnews.go.com/Technology/wireStory/twitters-alex-jones-ban-blip-sea-abuse-57677730
2018-09-13T09:19:40Z,"Talking gloves, tactile windows: new tech helps the disabled",abc-news,https://abcnews.go.com/Technology/wireStory/talking-gloves-tactile-windows-tech-helps-disabled-57792180
